id	filename	md5	size	state
02c67710-a4e5-40a7-a908-80e4a3687074	nationwidechildrens.org_clinical.TCGA-2G-AAH3.xml	aba9f7ed852ce46f2b3038d3f464d181	41442	validated
04c5db48-81ce-46a7-8813-5a45cf0b1b39	nationwidechildrens.org_clinical.TCGA-2G-AAH2.xml	377ce37ad3b814559c3ac99c76aa4b64	49080	validated
05cd0459-5946-4616-9024-4b7cce7155b1	nationwidechildrens.org_clinical.TCGA-2G-AAGA.xml	fb2c27a90d27297d4491a9753b5f2712	64021	validated
05da7d4c-9e4f-41cf-9d97-3356c4cd22e1	nationwidechildrens.org_clinical.TCGA-2X-A9D6.xml	ec7f18918d3329964b361ea608b7a1c0	36772	validated
0648aea4-eb1e-4c54-a2da-a0c8029c803d	nationwidechildrens.org_clinical.TCGA-2G-AAHA.xml	c89bebd3990bb0c6a53a1d4ec29b11c3	64237	validated
0c83043a-978d-4ee9-ba12-706901382a84	nationwidechildrens.org_clinical.TCGA-XE-A8H4.xml	74d7f9fb32657b07f0bef8c98a587323	44886	validated
0db4c365-d2c8-410d-ab59-e4a5e6bc1115	nationwidechildrens.org_clinical.TCGA-2G-AAGC.xml	0b6ecc3896085a85c7996389177192d0	66473	validated
0e552dfc-b2d9-4146-98df-755e9197a1f9	nationwidechildrens.org_clinical.TCGA-XE-AAOF.xml	616f3ac2726e6e383ab959288ae3355b	43371	validated
0fae7164-ef49-4a57-a832-84debb454b8e	nationwidechildrens.org_clinical.TCGA-2G-AAGJ.xml	28a81882c65dc8acf7b2633c02d98940	65146	validated
14557035-d0cd-45fa-a299-fa27543d685b	nationwidechildrens.org_clinical.TCGA-W4-A7U3.xml	a48618f2f624d27b21fe0752fc870a10	39952	validated
16d74c05-a71c-458e-a5ba-76685ffda27f	nationwidechildrens.org_clinical.TCGA-2G-AAFJ.xml	c9bd4ffecb76c402ad646a33da07e973	64654	validated
1b40d397-7967-4fcd-997a-4bf66123e3c9	nationwidechildrens.org_clinical.TCGA-2G-AAGX.xml	147e476b13034c301353852945c4021d	53897	validated
1bfdd8bb-431c-420b-bf4d-8316d2b51c5e	nationwidechildrens.org_clinical.TCGA-X3-A8G4.xml	8f289440034055f72f6a5b355ba8eda9	32748	validated
1f10fdab-178e-4b33-98a8-6295d1d3e82d	nationwidechildrens.org_clinical.TCGA-4K-AA1H.xml	68c3d1699e4ce25d1c5536f0979bedda	45022	validated
20964222-96d6-4909-a976-ffb1548b21f8	nationwidechildrens.org_clinical.TCGA-2G-AAL5.xml	6481c31d4a56a7c8b808ce9f4783fe1e	54283	validated
22259caf-17cc-4ea7-a21c-48c3dc4e608b	nationwidechildrens.org_clinical.TCGA-YU-AA61.xml	829920e31869ff5d769946c630909e19	45036	validated
226845e5-10d2-4f9a-8e6b-f0fae3a2cdc6	nationwidechildrens.org_clinical.TCGA-2G-AAF8.xml	113311c56c7bb89035f6d153cb0dac4d	67812	validated
25a248f5-25b2-4ebc-b55c-1cf95da48057	nationwidechildrens.org_clinical.TCGA-4K-AAAL.xml	fdea05c6e2ddb88f1185d69d96226b45	63273	validated
26987b46-847d-4768-ab3d-51bbe9327378	nationwidechildrens.org_clinical.TCGA-ZM-AA0F.xml	ca488f064f13be9a62447b460de36fb8	38617	validated
