id	filename	md5	size	state
02fb79d0-7d98-4d66-8867-fde84ec771a4	nationwidechildrens.org_clinical.TCGA-MQ-A4LV.xml	5932f920342c4da944a07e56d5682a80	32926	validated
03510041-3245-449f-99b2-23d55dce65c4	nationwidechildrens.org_clinical.TCGA-UT-A88G.xml	b98a745113c1e6b74fa76e871078fb1e	26124	validated
06034a43-14a0-48db-a983-f86fa212bcc7	nationwidechildrens.org_clinical.TCGA-UD-AAC1.xml	560630dac2aafea74190b5e1255e113c	58884	validated
0638c025-d9c1-42c5-a463-eab9d741882c	nationwidechildrens.org_clinical.TCGA-ZN-A9VW.xml	59d4494a3b602f6df4167b139cd5cb40	26366	validated
068bdc93-47a0-4530-b680-73ce13ea07ed	nationwidechildrens.org_clinical.TCGA-MQ-A4LM.xml	73da31eb915aada36cf0619db5230b95	34174	validated
076d0f01-7706-4be1-a274-5adf7d5e9b8b	nationwidechildrens.org_clinical.TCGA-3U-A98F.xml	edc27b8c9d57d3f5fd697ea6e91c3972	64593	validated
0c96ebdc-4a5c-4a7b-b0e1-ecce35f87011	nationwidechildrens.org_clinical.TCGA-SH-A7BD.xml	c13b3c94f9fe1f4cc90377d6f8bc8589	56622	validated
0e12c03c-738f-4d1e-9083-95149cf76a1b	nationwidechildrens.org_clinical.TCGA-SC-A6LQ.xml	e78519bcc30ad73aa6162fb9b6902ccd	42196	validated
0e2a5791-91e6-48bc-bf93-f57d1cfbc14c	nationwidechildrens.org_clinical.TCGA-UD-AAC6.xml	ee024c859e7ab91df0e36934eef08243	55548	validated
0ef6b764-f7ba-40d4-aa6e-095058802773	nationwidechildrens.org_clinical.TCGA-ZN-A9VV.xml	4cd22d3c33e119d7448253d895eabf41	45079	validated
105a2544-eb7e-405c-9eac-dc9965314b81	nationwidechildrens.org_clinical.TCGA-MQ-A6BR.xml	b4afae0c2f5390128ad15fee8ca66950	66882	validated
10c37f9a-62ca-4968-9c5c-1eb3db4eb8a8	nationwidechildrens.org_clinical.TCGA-UT-A88D.xml	5d1abd70bdde9274f5a15a72e4fc0ae9	64966	validated
1308cad3-72ba-427a-a955-ea279c3b0122	nationwidechildrens.org_clinical.TCGA-LK-A4O0.xml	1f6772fbd36dfce6eca80c3dd8839a07	32541	validated
161c7c00-16fc-4254-b94f-355ce9528801	nationwidechildrens.org_clinical.TCGA-MQ-A4LC.xml	d10ead21c7e5d13cf8b43a455ec21d5f	33862	validated
1b18f56e-4adc-41ac-9d45-9a108c7b59ea	nationwidechildrens.org_clinical.TCGA-TS-A7P6.xml	2db27890a7a4f6dd969a0597d2067674	31275	validated
1bfbd07b-1ae5-4308-8f2e-c179b40a39bc	nationwidechildrens.org_clinical.TCGA-SC-A6LR.xml	d977060e50483476ef36c3de4bf4cff4	62713	validated
1d38f082-0ce9-47c0-b404-58aae504c818	nationwidechildrens.org_clinical.TCGA-MQ-A4LP.xml	198bf46def5405e91774551735b3e077	25350	validated
1da3a0b5-8c55-4340-9177-91751029ce85	nationwidechildrens.org_clinical.TCGA-UT-A88C.xml	45b19e7c36aa8961a012915dc0effa21	62879	validated
1ef2053e-7ae9-4a05-9790-11c8e42075db	nationwidechildrens.org_clinical.TCGA-3H-AB3U.xml	1fa04776d3e93ee6322f2f82f82d8c60	35613	validated
28381e4a-ea5f-41b8-8b71-909d20be81b7	nationwidechildrens.org_clinical.TCGA-MQ-A4KX.xml	483759c1f2d59210085e03a0e32c5dbe	45436	validated
2d544d39-7926-409a-92c4-5bdfbf843062	nationwidechildrens.org_clinical.TCGA-TS-A8AY.xml	6fd351d0705db80bf08509e386125501	31146	validated
2fc01ec0-5cfc-4a37-82a6-3f1e1f7c4610	nationwidechildrens.org_clinical.TCGA-3U-A98J.xml	5ed5933252d112e31a19d11841d83d6e	51162	validated
2ff03bce-06f8-4ef6-9cd9-2e8ab4ed5606	nationwidechildrens.org_clinical.TCGA-UD-AAC4.xml	f96ccfb8d76424f5ba1641d55dcf6477	62501	validated
35a736c8-aac2-4971-8193-56ad8c8fe346	nationwidechildrens.org_clinical.TCGA-SH-A9CU.xml	cdf6f09464b6c221d73becb084da61cd	73416	validated
37007f0a-f8bd-4f3e-bdb7-5ac8eabff0a3	nationwidechildrens.org_clinical.TCGA-TS-A8AI.xml	82866fceda1dfa791e69e66a6497e599	32607	validated
387fde0d-16e4-40f0-8c21-7586479cca6a	nationwidechildrens.org_clinical.TCGA-SC-A6LP.xml	4815adfcd8263e2d50b529fc4b402cd3	37543	validated
3890d394-8538-4470-b267-195198e0bdfa	nationwidechildrens.org_clinical.TCGA-UD-AABZ.xml	53cc85191472f6d91562438be59e5395	55531	validated
3e84d0e4-dd81-4da1-826c-b671c3ad5ca3	nationwidechildrens.org_clinical.TCGA-XT-AASU.xml	9fd49f8160f2eedf48be624f91c41a36	34371	validated
46aaed02-5226-4bdf-b91d-e10cff6c9f01	nationwidechildrens.org_clinical.TCGA-UD-AAC5.xml	2ab350209278e21ccd2246990176808d	62826	validated
49490f36-9f29-46eb-b48c-76d806fc8cd7	nationwidechildrens.org_clinical.TCGA-ZN-A9VP.xml	e39c7cdb972614429d1472f52ba92472	42120	validated
4b075740-5181-4b04-8908-3a5ebdf7bcb9	nationwidechildrens.org_clinical.TCGA-UT-A97Y.xml	58a2bf424df04764f56cde3773ebb2c7	27054	validated
4e7c61d4-b7b2-46a4-9bf6-7f3d08ad5458	nationwidechildrens.org_clinical.TCGA-MQ-A6BL.xml	647a37f5c533dc89651de05e1e24e3f4	37127	validated
50a07dae-bbf9-47a2-9690-59d60ca2b039	nationwidechildrens.org_clinical.TCGA-TS-A7OU.xml	ec3a05349d550d2a542d1bfb2b141a80	25285	validated
55e583ee-8116-45aa-8d85-f2761aa9a48b	nationwidechildrens.org_clinical.TCGA-3U-A98E.xml	dd88fb0a711fc0b6f8090fe52939bd36	89900	validated
56c4f925-e124-418b-9961-2551ffe759f3	nationwidechildrens.org_clinical.TCGA-NQ-A638.xml	9fb43f6364ff86b377fbd1a5a2c5a8e2	32599	validated
58f9048a-f9fd-4a9c-bb44-fc416e87bcc6	nationwidechildrens.org_clinical.TCGA-3U-A98D.xml	0df20c37f70fad1e2cf674598cca99c1	33387	validated
5affd9eb-c10c-4084-9959-2abbdf3deb68	nationwidechildrens.org_clinical.TCGA-ZN-A9VS.xml	c43b3ea1e7deda1a275893420a9a0502	34744	validated
5c99b119-5134-4633-a427-b5d2f7b1701f	nationwidechildrens.org_clinical.TCGA-TS-A7PB.xml	1cdbc9ce13ff5a3c1364c71b88e8a6a4	31542	validated
5ee140f7-9e84-4d8f-8eb6-02a81ec465f2	nationwidechildrens.org_clinical.TCGA-TS-A8AS.xml	e8a6507cc834dc7ee23ffda8d72f0847	31248	validated
