id	filename	md5	size	state
153745a4-0f19-4278-baad-eaf623f449cf	nationwidechildrens.org_clinical.TCGA-N6-A4VD.xml	f4d627ccf34b73f847d6dc1499585ebf	26218	validated
1d184745-730d-419a-890f-4761af74ba94	nationwidechildrens.org_clinical.TCGA-NF-A5CP.xml	e58d4cb4012eb9b12703c19b8cc55c26	26760	validated
1f01386a-88db-4e38-94be-82efb9e04e44	nationwidechildrens.org_clinical.TCGA-N5-A4RU.xml	bb58455c3d9b605a0286f369bb755791	41881	validated
1fac356c-73a0-41bc-b51c-5dd9318a48d7	nationwidechildrens.org_clinical.TCGA-N7-A4Y0.xml	f6f65fea4c5977c00863e3acf82c3e9d	65088	validated
214b3375-4c76-42b5-9738-0853aff93374	nationwidechildrens.org_clinical.TCGA-N6-A4VF.xml	3624ab10bc579c2abdd8b19280f12eea	43759	validated
229e4b90-2d19-4757-a5e9-af1ff9dda172	nationwidechildrens.org_clinical.TCGA-N8-A56S.xml	85efcab97fe31948f027cbfbcc918d67	60201	validated
3435341c-4678-4cd3-80b9-5bd59eaa9fbf	nationwidechildrens.org_clinical.TCGA-N9-A4PZ.xml	1a8e4cb169c41da500149c113191bf5d	60879	validated
3f860fda-920c-4fa3-8d7b-2231e972adaf	nationwidechildrens.org_clinical.TCGA-N5-A4RO.xml	27e83e97558077d5aea60755ed8aaba7	48982	validated
4527ff96-75aa-41db-a4d2-547ff0669e13	nationwidechildrens.org_clinical.TCGA-ND-A4WC.xml	e0e1b1080e6ecd3b8c712a9d86a54941	66226	validated
4675abcf-c773-487d-b9ad-b7f923b700cf	nationwidechildrens.org_clinical.TCGA-N5-A4RA.xml	fd3f98a922cfdb972669743830d3d7b0	37995	validated
494ddb8f-e701-42ec-8474-0f9d85eaf8d5	nationwidechildrens.org_clinical.TCGA-NF-A4X2.xml	401b290a8fd0d875543285a7d2ad54cb	26404	validated
497ed05a-4d5a-4dff-89df-79f558cecdff	nationwidechildrens.org_clinical.TCGA-N6-A4V9.xml	8b3e1a6fed4e736d6f4bcb79a756744d	56851	validated
4b507682-4280-4476-aad2-f2b6b6e76b4f	nationwidechildrens.org_clinical.TCGA-N5-A4RT.xml	b649bb8cb3f7daf0c85509b1314b3d09	58163	validated
4baec3fc-bcd1-4953-91a6-fdcb046a4056	nationwidechildrens.org_clinical.TCGA-NA-A5I1.xml	353d79d4b514a1ea7594899e02b4d0aa	45926	validated
5ee43cc7-feaf-4e67-b55e-af3ad30b5db7	nationwidechildrens.org_clinical.TCGA-NA-A4R0.xml	8459eb6eee79d25f0286d2bb7a2fe136	32075	validated
5f1bdfdc-a770-49c4-8bac-23bd478fe0b6	nationwidechildrens.org_clinical.TCGA-NA-A4QV.xml	3fe0915ced73b0db98cc010a066c4ec2	36241	validated
6b2bb1cf-fdfc-463f-bf04-e0253f84fd8f	nationwidechildrens.org_clinical.TCGA-ND-A4W6.xml	ea4c457811d4cec728affca46cfa36b6	36386	validated
6fc6aafb-d460-44e2-a47f-e4cf824fcf5e	nationwidechildrens.org_clinical.TCGA-N8-A4PM.xml	0f88db9fe5e117070ddb1f8702e7a8fd	47808	validated
70d07991-e882-48a8-9431-f958ca6f6522	nationwidechildrens.org_clinical.TCGA-N9-A4Q3.xml	f10d7535c305c0d4d62307c54abc2a09	68963	validated
7522e115-b95a-4ead-9cfe-c749caaab9c8	nationwidechildrens.org_clinical.TCGA-N9-A4Q4.xml	f5a2f32f8c484f31810b8bd10ef8602b	26586	validated
7550f2dd-44e9-459d-8be4-9bc9b5700474	nationwidechildrens.org_clinical.TCGA-N5-A4RV.xml	afba4c4c4b994343129ea363520cda31	52218	validated
7741327b-4cfa-4e32-8893-2b13cca28f47	nationwidechildrens.org_clinical.TCGA-N5-A4RF.xml	d35f9bbf60ec4d369bca4f989abf6db5	52377	validated
846178ed-24c3-4014-9916-9bcfc6d4e265	nationwidechildrens.org_clinical.TCGA-ND-A4WF.xml	7c2a56f6f7f7b70bc31aacaba796f2da	41133	validated
8860f16e-5dda-45fd-b0c6-39e41169731a	nationwidechildrens.org_clinical.TCGA-NA-A4R1.xml	0d8bd4f3d27690512597556c85464456	30645	validated
8e91a11d-e515-4c39-a8f0-1896dbb57d75	nationwidechildrens.org_clinical.TCGA-QM-A5NM.xml	6c5cd8439e0fa798926f31b5bc427bcc	47516	validated
92b53eda-d151-4199-9132-195d7f262c48	nationwidechildrens.org_clinical.TCGA-N7-A4Y5.xml	2e7d81d4f2d0458596fa4394b6259ba2	26096	validated
